fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.6205071572,0.486873848,0.0463261681,0.468956194,-0.0099126441,0.2031593006,0.7761652464,1.7767501182,-0.0072104491,-0.7560092413,-0.6784321178,0
1.9989489901,-0.8255375687,1.4323550363,-0.3112254561,-0.3498658435,-1.0396518769,-0.8350059714,0.9819782142,-1.3026607991,-0.2250576532,0.3537846998,1
1.3097280736,2.7486892682,0.816342206,0.2561793803,-0.2436304687,0.967966179,1.2625565575,0.876008627,-1.4969783516,-0.5200307577,-0.3030805478,1
-0.7579346757,0.6823393781,-1.2883682975,-0.3112254561,-0.4561012183,-0.7528492975,-0.6526092298,0.2401911037,1.0291498309,0.0699154513,-0.8661079028,1
-0.7579346757,0.6264920838,-1.2883682975,-0.3112254561,-0.4348541434,-0.6572484377,-0.7134081436,0.1342215165,1.0291498309,0.0699154513,-0.9599457954,1
-0.4707592939,-0.8255375687,1.0730142186,0.0434025666,-0.3073716936,0.5855627398,1.1409587297,0.2401911037,0.0575620684,0.246899314,-0.7722700103,0
0.448201928,1.3245832629,-1.1856994925,-0.6658534789,-0.2011363188,-1.1352527367,-0.9870032561,0.6640694526,-0.1367554841,-0.6970146204,-0.6784321178,0
0.0461563935,2.8324602097,-0.6210210647,2.4548731215,-0.3073716936,-0.4660467181,0.2289750215,1.1939173886,0.3814246559,-0.9919877248,-0.4907563328,0
-0.7579346757,1.4083542044,-0.9803618824,-0.3821510607,0.1175698057,-0.5616475779,-0.8350059714,-0.6075655939,0.5757422084,-1.1099769666,-0.3969184403,0
-0.5281943702,-0.2112173311,-0.4156834546,0.3271049849,-0.2223833937,0.011957581,-0.2878157465,-0.0777176579,0.3814246559,-0.873998483,0.0722710223,0
-0.2984540648,0.0959427877,-0.7750242723,-0.0275230379,-0.4136070684,-0.4660467181,-0.3486146604,-0.3956264195,0.1871071034,-0.2840522741,1.1044878399,1
0.7928123863,-1.216468629,1.0216798161,-0.6658534789,-0.5410895182,-0.2748449984,-0.4094135742,0.8230238334,-0.2663005191,0.0109208304,-0.3969184403,1
1.3097280736,2.7766129154,0.816342206,0.1852537758,-0.1586421689,0.48996188,1.1409587297,0.9289934206,-1.6265233866,-0.5200307577,-0.3030805478,0
0.3333317753,0.2076373763,0.3543325833,0.3271049849,0.1175698057,0.011957581,1.992143524,1.6177957374,0.4461971734,-0.2840522741,-0.8661079028,0
0.2184616226,0.9057285554,-1.3910371026,0.468956194,-0.073653869,-0.2748449984,-0.4094135742,1.2998869758,0.3166521384,-1.2279662084,-0.9599457954,0
-0.183583912,-0.5463010971,0.4570013883,-0.169374247,-0.2648775437,-0.5616475779,0.0465782799,0.4521302782,0.1871071034,-1.1689715875,-0.9599457954,0
0.907682539,1.1849650271,0.0463261681,0.0434025666,-0.2011363188,0.48996188,0.9281625311,0.6640694526,-0.2015280016,-0.873998483,-0.5845942253,0
-0.643064523,-0.2112173311,-0.4670178571,0.1143281712,-0.3923599935,-0.2748449984,-0.3790141173,-0.0247328643,-0.1367554841,-1.0509823457,-1.1476215804,1
-0.183583912,-0.5463010971,0.4570013883,-0.169374247,-0.2648775437,-0.5616475779,0.0465782799,0.4521302782,0.1871071034,-1.1689715875,-0.9599457954,0
-0.4133242175,-0.3787592141,-0.8263586748,0.0434025666,-0.1798892438,-0.3704458583,0.0769777368,0.0282519293,-0.6549356241,-0.5200307577,-0.3969184403,0
0.0461563935,0.1797137292,-1.1856994925,-0.3821510607,-0.1161480189,-0.5616475779,-0.7438076006,0.4521302782,-0.5901631066,-1.2869608293,-0.7722700103,0
-0.7004995994,0.7381866725,-1.3910371026,0.9654354259,-0.0311597191,0.1075584408,-0.044620091,0.4521302782,0.9643773134,-0.6970146204,-0.8661079028,0
0.0461563935,0.1797137292,-1.1856994925,-0.3821510607,-0.1161480189,-0.5616475779,-0.7438076006,0.4521302782,-0.5901631066,-1.2869608293,-0.7722700103,0
0.3333317753,-0.2670646254,-0.159011442,0.220716578,0.1388168806,1.8283739172,1.8097467824,0.7700390398,-1.3674333166,-0.7560092413,-1.1476215804,0
-0.4133242175,-0.6021483914,-0.9803618824,0.1143281712,-0.073653869,-0.0836432788,0.0465782799,0.0282519293,-0.6549356241,-0.4020415159,-0.3969184403,0
-0.7004995994,-1.216468629,0.1489949732,-0.2402998516,-0.7323131929,1.923974777,2.4481353781,-0.1307024515,-2.4037935967,5.6744044363,-0.8661079028,0
-0.4707592939,3.2792385643,-0.8776930773,0.3980305894,-0.0311597191,-1.0396518769,-1.04780217,-0.5015960067,1.4825574534,-0.343046895,0.7291362699,0
0.3907668517,0.7381866725,-0.5183522596,0.3271049849,-0.2223833937,-1.0396518769,-1.017402713,0.4521302782,-0.1367554841,-0.6380199995,-0.0215668702,0
-0.1261488357,1.0732704384,-0.9290274799,0.1852537758,-0.073653869,0.2031593006,0.0769777368,1.405856563,0.7700597609,0.3648885558,0.6352983774,1
-1.102545134,0.2355610235,-1.2883682975,-0.5240022698,-0.4348541434,-1.1352527367,-1.0782016269,0.1342215165,0.9643773134,0.1289100722,-0.8661079028,0
-1.102545134,0.2355610235,-1.2883682975,-0.5240022698,-0.4348541434,-1.1352527367,-1.0782016269,0.1342215165,0.9643773134,0.1289100722,-0.8661079028,0
-1.102545134,1.8830562062,-1.237033895,0.468956194,-0.3498658435,1.0635670388,0.3505728493,-0.9254743555,1.935965076,-0.9919877248,2.1367046576,1
0.6779422335,0.1238664349,1.9970334641,-0.169374247,6.364209845,-0.3704458583,-0.2878157465,0.7700390398,-0.9140256941,0.0699154513,-0.7722700103,0
0.3333317753,1.9389035005,-0.7236898698,0.6462702054,0.0113344309,-1.1352527367,-0.9870032561,1.405856563,0.8348322784,-0.8150038621,1.0106499474,0
-0.5856294466,1.7155143232,-1.237033895,-0.3112254561,0.0963227307,-0.5616475779,-0.8350059714,-0.0777176579,0.5109696909,-1.1099769666,-0.7722700103,0
-0.7579346757,-0.4346065084,0.3543325833,0.1143281712,-0.1161480189,0.011957581,0.7761652464,0.6640694526,1.5473299709,-0.343046895,-0.8661079028,0
-0.3558891411,0.1797137292,-0.3643490521,-0.3821510607,-0.2648775437,-0.6572484377,-0.2270168326,1.0349630078,1.0939223484,-0.2250576532,-1.0537836879,0
-0.3558891411,2.4415291494,-0.8776930773,-0.3112254561,0.52126423,-0.4660467181,-0.7438076006,-0.2366720387,-0.3310730366,-0.9329931039,-0.8661079028,0
-0.3558891411,2.4415291494,-0.8776930773,-0.3112254561,0.52126423,-0.4660467181,-0.7438076006,-0.2366720387,-0.3310730366,-0.9329931039,-0.8661079028,0
-0.0687137593,0.3472556122,-1.3910371026,-0.0275230379,0.1175698057,0.2987601604,0.3505728493,1.8297349118,1.2234673834,-0.0480737905,-1.0537836879,1
0.3907668517,-0.3787592141,-0.2103458445,0.1852537758,0.0963227307,1.1591678986,1.7489478685,0.8230238334,-1.3674333166,-0.5790253786,-1.1476215804,0
0.3907668517,0.9057285554,-1.3910371026,-0.0984486425,0.0113344309,0.2987601604,-0.2574162895,1.1939173886,0.2518796209,-0.343046895,-1.0537836879,0
-0.0112786829,1.2966596157,0.0976605707,1.1782122395,-0.2648775437,-0.3704458583,-0.9262043422,-0.1307024515,0.8996047959,0.1289100722,1.0106499474,1
0.5056370044,0.0121718462,-0.159011442,0.0434025666,-0.2011363188,1.1591678986,2.8129288614,0.6004877002,-0.6549356241,-0.5200307577,-0.8661079028,0
-1.0451100576,0.486873848,-1.3910371026,-0.4530766652,-0.4773482933,-0.6572484377,-0.8654054283,0.2401911037,0.9643773134,-0.0480737905,-1.1476215804,0
1.8840788373,-0.6579956857,1.5863582439,0.1852537758,0.1813110306,0.8723653192,1.6577494977,1.8509288292,-1.1731157641,-0.7560092413,-0.3969184403,0
1.5969034555,-0.7696902744,1.3810206338,0.1143281712,0.1600639556,0.48996188,1.6577494977,1.7767501182,-1.1731157641,-0.873998483,-0.8661079028,0
-0.5856294466,-0.0995227425,-0.4670178571,-0.3112254561,-0.3711129185,-0.3704458583,-0.5614108589,0.494518113,1.3530124184,0.4238831767,-0.8661079028,1
-0.0687137593,-1.048926746,0.5596701934,-0.0275230379,-0.1586421689,-0.3704458583,0.3201733923,0.5580998654,-0.0719829666,-1.1099769666,-1.3352973654,1
0.1610265462,-1.1047740403,0.6623389984,0.0434025666,-0.094900944,0.011957581,0.6545674187,0.5686968241,-0.0719829666,-1.0509823457,-0.9599457954,0
-0.643064523,-0.1553700368,-0.4670178571,-0.3112254561,-0.3498658435,-0.3704458583,-0.4702124881,0.4574287575,1.3530124184,0.3648885558,-0.7722700103,1
-0.5856294466,-0.0995227425,-0.4670178571,-0.3112254561,-0.3711129185,-0.3704458583,-0.5614108589,0.494518113,1.3530124184,0.4238831767,-0.8661079028,1
-0.0112786829,0.6823393781,-0.8776930773,0.2561793803,0.0325815058,0.1075584408,-0.1966173757,0.6799648906,-0.1367554841,-0.6380199995,-0.8661079028,0
-0.0112786829,0.6823393781,-0.8776930773,0.2561793803,0.0325815058,0.1075584408,-0.1966173757,0.6799648906,-0.1367554841,-0.6380199995,-0.8661079028,0
-0.4133242175,0.0680191405,-0.7236898698,-0.0275230379,0.2025581055,0.7767644594,0.5937685048,0.5845922622,0.5109696909,-0.2840522741,-0.9599457954,0
-0.0112786829,0.6823393781,-0.8776930773,0.2561793803,0.0325815058,0.1075584408,-0.1966173757,0.6799648906,-0.1367554841,-0.6380199995,-0.8661079028,0
-0.2984540648,-0.2670646254,2.0997022692,-0.5949278744,6.959127944,-0.1792441386,-0.4398130312,-0.0989115753,-1.4322058341,2.3707056662,-1.2414594729,1
-0.2984540648,2.1343690306,-1.0316962849,-0.4530766652,-0.6260778181,0.5855627398,0.0161788229,-0.7930123715,1.2882399009,-1.3459554502,0.2599468073,1
-1.1599802103,2.5253000909,-1.3397027001,-0.3821510607,-0.647324893,-0.0836432788,-0.4094135742,-0.9890561078,1.8711925584,-1.1689715875,0.7291362699,1
-0.1261488357,1.9109798533,-1.3910371026,-0.2402998516,-0.073653869,-0.5616475779,-0.4702124881,-0.0989115753,-0.3958455541,-0.9329931039,-0.5845942253,0
-0.1261488357,1.9109798533,-1.3910371026,-0.2402998516,-0.073653869,-0.5616475779,-0.4702124881,-0.0989115753,-0.3958455541,-0.9329931039,-0.5845942253,0
0.2758966989,-0.6021483914,-0.3130146495,-0.0275230379,0.0963227307,1.6371721976,1.2625565575,0.7859344778,-0.7844806591,-0.8150038621,-1.1476215804,0
0.3907668517,0.2914083178,-0.1076770394,0.1852537758,-0.2648775437,-0.6572484377,1.7489478685,0.552801386,-0.5253905891,-0.5200307577,-0.6784321178,0
0.5630720808,0.7102630253,-0.0563426369,-0.3821510607,0.1813110306,-1.0396518769,-0.3486146604,0.3355637322,-0.3958455541,-1.4049500711,-0.7722700103,0
0.2758966989,0.9615758498,-1.3910371026,-0.5949278744,-0.3923599935,-0.7528492975,-0.8350059714,0.1395199959,-0.0072104491,-0.7560092413,-0.3969184403,1
0.5630720808,0.7102630253,-0.0563426369,-0.3821510607,0.1813110306,-1.0396518769,-0.3486146604,0.3355637322,-0.3958455541,-1.4049500711,-0.7722700103,0
0.448201928,0.8498812611,-0.8263586748,0.1852537758,0.1175698057,-0.4660467181,-0.0750195479,1.1303356362,-0.0072104491,-0.6380199995,-0.8661079028,1
0.5056370044,0.7940339668,-0.8776930773,0.3271049849,0.0750756558,-0.3704458583,0.0465782799,1.1303356362,-0.0072104491,-0.6970146204,-0.8661079028,1
0.2758966989,0.3472556122,-0.4670178571,0.2561793803,0.0325815058,-0.3704458583,0.8369641603,0.3355637322,-1.1083432466,-0.6970146204,-0.9599457954,0
-0.4707592939,0.4031029065,0.2516637782,0.1143281712,0.3300405553,-0.2748449984,1.5665511269,1.3952596042,0.8996047959,-0.2250576532,-0.8661079028,0
-0.7004995994,0.3472556122,-1.2883682975,-0.169374247,-0.1161480189,0.7767644594,1.4449532991,0.3673546084,1.5473299709,-0.7560092413,-0.6784321178,1
-0.2410189884,1.0732704384,-1.3397027001,-0.4530766652,-0.2436304687,-0.8484501573,-0.4398130312,-0.035329823,0.5109696909,-0.6970146204,-0.7722700103,0
-0.7004995994,0.3472556122,-1.2883682975,-0.169374247,-0.1161480189,0.7767644594,1.4449532991,0.3673546084,1.5473299709,-0.7560092413,-0.6784321178,1
0.6205071572,0.8778049083,-0.0563426369,-0.0984486425,-0.1161480189,0.6811635996,2.9345266891,0.5580998654,-0.2015280016,-0.6380199995,-0.9599457954,0
0.6779422335,0.2355610235,-0.0050082344,-0.169374247,-0.1161480189,0.6811635996,2.9649261461,0.5686968241,-0.2663005191,-0.6380199995,-0.9599457954,0
-0.2410189884,-0.7138429801,0.0976605707,-0.5240022698,1.4773826034,-1.4220553161,-0.0750195479,0.2931758973,-0.0719829666,1.5447809737,-0.8661079028,1
-0.2410189884,-0.7138429801,0.1489949732,-0.5240022698,1.4773826034,-1.3264544563,-0.044620091,0.2772804593,-0.0072104491,1.4857863528,-0.8661079028,1
-0.643064523,2.6369946796,-1.3910371026,0.3271049849,0.3087934804,-0.8484501573,-0.9262043422,-0.4698051305,0.7700597609,-1.1689715875,-0.3969184403,0
-0.8153697521,1.3245832629,-0.4670178571,-0.0984486425,3.3046310502,-0.991851447,0.0465782799,-0.3320446671,0.5757422084,-0.343046895,-0.1154047627,1
-0.8153697521,0.5985684366,-0.5183522596,-0.0984486425,3.2621369003,-0.9440510171,-0.8654054283,-0.3426416259,0.5757422084,-0.4020415159,-0.1154047627,1
-0.0112786829,-0.5463010971,0.1489949732,0.6108074031,-0.1798892438,-0.8484501573,-0.3790141173,0.6004877002,0.3166521384,-0.2840522741,0.0722710223,0
-0.7004995994,-0.0436754481,-1.237033895,0.0434025666,-0.2436304687,0.48996188,1.3841543852,0.3726530878,1.2234673834,-0.343046895,-0.5845942253,0
-0.7579346757,0.2355610235,-1.3910371026,-0.3821510607,2.1785360772,-0.3704458583,-0.044620091,0.0070580119,-0.0072104491,-0.343046895,-0.9599457954,1
-1.0451100576,-0.3787592141,-0.6723554672,-0.0984486425,0.5637583799,-0.6572484377,-0.2878157465,0.3037728561,2.2598276635,-0.0480737905,-0.5845942253,0
0.3907668517,1.6317433817,-1.13436509,-0.0984486425,-0.1373950939,0.967966179,1.505752213,0.7382481636,0.3166521384,-0.7560092413,-0.3969184403,0
-1.0451100576,-0.3787592141,-0.6723554672,-0.0984486425,0.5637583799,-0.6572484377,-0.2878157465,0.3037728561,2.2598276635,-0.0480737905,-0.5845942253,0
-0.7004995994,0.3472556122,-1.3397027001,-0.0275230379,-0.2223833937,0.3943610202,1.1713581866,0.3779515671,1.5473299709,-0.4020415159,-0.5845942253,0
0.907682539,-0.9930794517,0.713673401,-0.169374247,-0.094900944,-0.4660467181,0.4417712201,0.7700390398,-0.6549356241,-0.9329931039,-0.8661079028,0
0.907682539,-0.9930794517,0.713673401,-0.169374247,-0.094900944,-0.4660467181,0.4417712201,0.7700390398,-0.6549356241,-0.9329931039,-0.8661079028,0
0.9651176154,0.1797137292,-0.159011442,-0.2402998516,-0.1798892438,0.2987601604,0.3505728493,1.2469021822,-0.8492531766,-0.5790253786,-0.3030805478,1
0.9651176154,0.1797137292,-0.159011442,-0.2402998516,-0.1798892438,0.2987601604,0.3505728493,1.2469021822,-0.8492531766,-0.5790253786,-0.3030805478,1
0.1610265462,0.5706447895,-0.5183522596,0.2561793803,0.2450522555,0.48996188,2.2049397226,0.6640694526,-1.4322058341,-0.8150038621,-1.0537836879,0
-0.5281943702,-0.881384863,0.816342206,0.0434025666,-0.1161480189,0.2031593006,1.0801598158,0.1766093514,0.1223345859,0.1289100722,-0.6784321178,1
0.2758966989,0.6264920838,-0.5183522596,0.2561793803,-0.073653869,0.8723653192,2.5393337489,0.759442081,-0.5253905891,-0.6970146204,-0.7722700103,0
-0.7004995994,0.4589502008,-1.2883682975,-0.0275230379,-0.1373950939,0.1075584408,1.2321571005,0.3726530878,1.0939223484,-0.343046895,-0.6784321178,1
-0.3558891411,0.4031029065,-1.3910371026,0.0434025666,-0.6898190429,-0.8484501573,-1.017402713,-0.1889857244,0.4461971734,-0.5790253786,0.3537846998,0
1.0225526918,-1.4398578063,1.3810206338,-0.169374247,-0.4773482933,-0.8484501573,-0.6222097728,-0.7612214953,-0.9140256941,-0.7560092413,1.9490288725,1
1.4245982263,2.022674442,0.1489949732,0.0434025666,0.9462057293,-0.8484501573,0.4113717631,0.5898907415,-2.0799310092,3.0786411169,-0.2092426553,0
0.2184616226,-0.3787592141,0.2003293757,-0.0275230379,0.8187232795,0.7767644594,0.5329695909,0.3779515671,-1.3674333166,0.4828777975,-0.7722700103,0
0.5630720808,-0.881384863,0.8676766085,-0.6658534789,-1.0510193173,0.48996188,-0.1358184618,-0.7877138921,-0.4606180716,0.8958401438,0.3537846998,1
0.6205071572,-0.1553700368,0.3543325833,0.7526586122,-0.1161480189,-1.0396518769,-0.9870032561,1.0349630078,-0.1367554841,-0.8150038621,0.2599468073,1
0.6205071572,-0.1553700368,0.3543325833,0.7526586122,-0.1161480189,-1.0396518769,-0.9870032561,1.0349630078,-0.1367554841,-0.8150038621,0.2599468073,1
-0.643064523,0.4589502008,-0.9803618824,1.0363610304,-0.1161480189,0.967966179,1.8705456963,-0.1783887657,-0.3958455541,-0.873998483,-0.9599457954,0
0.1610265462,0.1238664349,-0.9290274799,0.5398817985,-0.4136070684,-0.7528492975,-0.8958048853,0.3196682942,-0.5253905891,-1.2869608293,-0.3969184403,0
-1.8492011268,0.319331965,-1.3910371026,-0.5949278744,-0.9235368675,-0.1792441386,1.2017576436,-2.1759154844,1.6121024884,1.6627702154,2.3243804426,1
-0.3558891411,0.1797137292,-0.9803618824,-0.0275230379,0.5637583799,-0.1792441386,-0.014220634,0.1872063101,-0.4606180716,0.0109208304,-0.7722700103,1
0.0461563935,-0.0436754481,-0.261680247,0.1143281712,-0.073653869,-1.1352527367,-0.8654054283,0.0388488881,-0.3310730366,-0.5200307577,-0.4907563328,1
-0.0687137593,-1.384010512,0.6623389984,-0.0984486425,-0.7535602678,-1.1352527367,-1.1086010838,-1.6884553833,0.1223345859,0.246899314,2.2305425501,1
0.0461563935,-1.551552395,0.6110045959,-0.3821510607,-0.9872780924,-1.1352527367,-1.1086010838,-1.5295010025,-0.2663005191,0.3058939349,1.9490288725,1
-0.0687137593,-1.384010512,0.6623389984,-0.0984486425,-0.7535602678,-1.1352527367,-1.1086010838,-1.6884553833,0.1223345859,0.246899314,2.2305425501,1
-0.5281943702,0.0121718462,-0.7750242723,-0.4530766652,1.6473592031,-1.1352527367,-1.04780217,0.1448184753,-0.3310730366,1.1908132483,-1.1476215804,0
-0.4133242175,-0.2670646254,0.2003293757,0.1852537758,-0.3711129185,-1.1352527367,-0.9566037992,0.097132161,-0.5901631066,-0.6380199995,-0.1154047627,1
-0.5856294466,-0.2112173311,-0.8776930773,0.0434025666,-0.4136070684,-1.1352527367,-0.9870032561,-0.5969686351,-0.0719829666,-1.1099769666,0.0722710223,0
2.6307348301,-0.1553700368,1.4323550363,0.1852537758,-0.3286187686,-0.8484501573,-0.6830086867,1.7873470769,-1.4322058341,0.1289100722,0.4476225923,1
1.4245982263,-0.4346065084,0.3029981808,-0.0275230379,0.2450522555,0.3943610202,-0.2574162895,0.759442081,-0.4606180716,0.3058939349,0.3537846998,0
-0.8153697521,-0.7696902744,-0.159011442,-0.3112254561,0.3087934804,-1.1352527367,-1.1997994547,-1.1268165711,0.8348322784,-0.4610361368,0.9168120549,0
2.458429601,-0.6579956857,1.3810206338,0.1852537758,0.3300405553,0.2987601604,-0.1662179187,1.4005580836,-0.6549356241,0.6008670393,0.8229741624,1
1.4245982263,-0.4346065084,0.3029981808,-0.0275230379,0.2450522555,0.3943610202,-0.2574162895,0.759442081,-0.4606180716,0.3058939349,0.3537846998,0
0.8502474626,-0.0995227425,-0.4156834546,0.468956194,-0.1373950939,-0.7528492975,-0.5006119451,0.876008627,-0.5253905891,-0.4610361368,0.0722710223,1
1.4245982263,-1.3281632177,0.7650078035,-0.6658534789,-0.073653869,0.2987601604,-0.5918103159,-0.6870427843,-0.2015280016,0.4238831767,1.3860015175,1
-0.7004995994,1.0453467913,-1.3910371026,-0.1339114447,-0.3498658435,0.48996188,0.0161788229,-0.2260750799,-0.1367554841,-1.2279662084,-0.9599457954,0
0.448201928,0.7381866725,-0.6210210647,0.468956194,0.2025581055,-0.6572484377,0.3809723062,1.5966018199,-0.2015280016,-0.6970146204,-0.7722700103,0
-0.7579346757,0.8778049083,-1.3910371026,-0.4530766652,0.2450522555,-0.6572484377,-0.7438076006,-0.3638355433,0.1871071034,-0.343046895,-0.6784321178,0
-1.9640712795,-0.6021483914,-1.3910371026,-0.3112254561,-0.8385485677,0.011957581,-0.1358184618,-2.7587482141,2.583690251,0.4828777975,3.3565972602,1
-0.9302399048,0.0680191405,-0.7236898698,-0.3821510607,-0.2436304687,-0.0836432788,-0.3182152034,0.2931758973,1.935965076,-0.1070684114,-0.5845942253,0
-0.9302399048,0.0680191405,-0.7236898698,-0.3821510607,-0.2436304687,-0.0836432788,-0.3182152034,0.2931758973,1.935965076,-0.1070684114,-0.5845942253,0
-0.7004995994,-0.2670646254,0.0463261681,0.1852537758,-0.4136070684,-0.9440510171,-0.9262043422,0.0388488881,-0.4606180716,-0.7560092413,-0.1154047627,0
-0.7004995994,-0.3787592141,-0.6723554672,0.1852537758,-0.2436304687,-0.0836432788,-0.2878157465,-0.2684629148,0.3166521384,-0.9919877248,0.2599468073,0
-0.4707592939,-1.4398578063,0.3543325833,-0.169374247,-0.7960544178,-1.1352527367,-1.1693999977,-0.8724895619,0.5757422084,-0.1070684114,0.5414604848,1
-0.7004995994,-0.3787592141,-0.6723554672,0.1852537758,-0.2436304687,-0.0836432788,-0.2878157465,-0.2684629148,0.3166521384,-0.9919877248,0.2599468073,0
-0.2984540648,0.2355610235,-0.9290274799,-0.169374247,-0.4773482933,1.7327730574,-0.044620091,-1.3652481424,0.9643773134,0.4828777975,2.1367046576,1
-1.3897205158,0.4589502008,-0.9803618824,-0.3112254561,-0.3498658435,0.011957581,-0.6830086867,-1.5824857961,1.6121024884,0.6598616602,0.6352983774,1
-0.4707592939,0.8778049083,-1.0316962849,-0.0275230379,-0.6260778181,-1.0396518769,-1.1390005408,-0.2260750799,0.4461971734,-0.6380199995,0.4476225923,0
-1.3897205158,0.4589502008,-0.9803618824,-0.3112254561,-0.3498658435,0.011957581,-0.6830086867,-1.5824857961,1.6121024884,0.6598616602,0.6352983774,1
1.1948579209,-0.4904538027,0.7650078035,-0.7367790835,1.2224177038,1.7327730574,0.0465782799,0.8336207921,0.4461971734,1.1908132483,-0.4907563328,0
1.8840788373,-0.3229119198,0.8676766085,-0.6658534789,1.2649118537,1.923974777,0.1377766507,0.8548147095,0.4461971734,1.1908132483,-0.4907563328,0
0.2758966989,0.8778049083,-0.0563426369,-0.6658534789,0.0113344309,0.011957581,-0.7134081436,0.1024306404,0.0575620684,-1.1099769666,-0.9599457954,0
-0.4133242175,0.7661103196,-0.8776930773,-0.7367790835,-0.4561012183,1.0635670388,0.2593744784,-0.1042100547,0.5109696909,-0.873998483,-1.0537836879,0
-0.9302399048,-1.384010512,0.0463261681,-0.0984486425,-1.6034432664,1.923974777,1.6273500407,-3.2356113565,-0.3310730366,-1.5819339338,1.1983257324,1
-0.9302399048,-1.384010512,0.0463261681,-0.0984486425,-1.6034432664,1.923974777,1.6273500407,-3.2356113565,-0.3310730366,-1.5819339338,1.1983257324,1
1.0225526918,-1.216468629,0.4056669858,-0.6658534789,-0.2648775437,-0.6572484377,-0.5614108589,-0.0141359055,-0.4606180716,1.0138293856,0.7291362699,1
-1.3322854394,-0.1553700368,-1.1856994925,-0.2402998516,0.0963227307,-0.2748449984,-0.6222097728,-0.1465978895,0.9643773134,-1.1099769666,-0.3969184403,0
1.5969034555,-0.6021483914,1.0216798161,0.0788653689,-0.052406794,-0.6572484377,-0.3790141173,0.3249667735,-0.4606180716,0.6598616602,1.5736773025,1
-0.9876749812,0.7381866725,-1.3910371026,0.3271049849,0.5850054549,0.48996188,-0.4702124881,-0.241970518,0.8996047959,-0.1660630323,-0.1154047627,0
1.3097280736,-0.1553700368,0.9190110111,0.0434025666,0.6699937547,1.7327730574,0.6545674187,0.1766093514,-0.5253905891,0.3648885558,0.4476225923,1
-0.7004995994,0.8778049083,0.4056669858,-0.3821510607,0.0113344309,-0.6572484377,1.3841543852,-0.2366720387,-0.2015280016,-0.2250576532,-0.9599457954,0
0.907682539,-1.551552395,0.9703454136,-0.5949278744,-0.5410895182,0.967966179,-0.1358184618,-0.4486112131,-0.8492531766,1.0138293856,0.1661089148,1
-1.102545134,0.6264920838,-0.3130146495,-0.5240022698,-0.1373950939,-0.1792441386,-0.4702124881,0.0759382436,1.8064200409,0.0109208304,-0.5845942253,0
-1.102545134,0.6264920838,-0.3130146495,-0.5240022698,-0.1373950939,-0.1792441386,-0.4702124881,0.0759382436,1.8064200409,0.0109208304,-0.5845942253,0
-0.5281943702,0.8498812611,-0.5696866622,-0.5240022698,-0.2011363188,-0.3704458583,-0.2270168326,0.5051150718,1.2234673834,0.246899314,-0.4907563328,1
-1.102545134,0.6264920838,-0.3130146495,-0.5240022698,-0.1373950939,-0.1792441386,-0.4702124881,0.0759382436,1.8064200409,0.0109208304,-0.5845942253,0
-1.102545134,0.5706447895,-0.3130146495,-0.6658534789,-0.1586421689,-0.3704458583,-0.4398130312,0.0759382436,1.7416475234,0.0109208304,-0.5845942253,0
0.5630720808,-0.5463010971,0.8676766085,-0.4530766652,-0.052406794,-0.6572484377,-0.7438076006,0.1766093514,-0.2015280016,-0.6380199995,-0.8661079028,0
0.5630720808,-0.5463010971,0.8676766085,-0.4530766652,-0.052406794,-0.6572484377,-0.7438076006,0.1766093514,-0.2015280016,-0.6380199995,-0.8661079028,0
-0.183583912,-0.6021483914,0.2516637782,-0.0275230379,-0.1586421689,0.967966179,2.2961380934,0.6693679319,-0.5901631066,2.4297002871,-0.6784321178,0
0.5630720808,-0.9372321574,0.6110045959,-0.7367790835,-0.1586421689,2.4019790761,0.2593744784,-0.1201054927,1.0291498309,0.4238831767,0.4476225923,1
0.5630720808,-0.9372321574,0.6110045959,-0.7367790835,-0.1586421689,2.4019790761,0.2593744784,-0.1201054927,1.0291498309,0.4238831767,0.4476225923,1
-0.4133242175,1.1570413799,-1.2883682975,-0.0275230379,-0.3498658435,-0.5616475779,-0.9870032561,-0.7241321398,1.2882399009,0.3058939349,1.1983257324,1
0.5630720808,-0.9372321574,0.6110045959,-0.7367790835,-0.1586421689,2.4019790761,0.2593744784,-0.1201054927,1.0291498309,0.4238831767,0.4476225923,1
-0.0687137593,-1.4957051006,0.3543325833,-0.0275230379,-0.3073716936,0.011957581,0.0161788229,-0.4274172956,0.5757422084,0.7188562811,0.8229741624,1
1.9415139137,-1.384010512,1.0216798161,-0.5949278744,-0.7110661179,0.1075584408,-0.4398130312,0.0600428055,-1.0435707291,0.0699154513,0.1661089148,1
-0.8728048285,0.1797137292,-0.261680247,-0.5240022698,-0.2861246186,-0.0836432788,-0.6830086867,-1.2539800758,0.5757422084,0.9548347647,0.7291362699,1
-0.643064523,0.5147974951,-1.0830306874,0.1143281712,-0.2223833937,-0.0836432788,1.1713581866,0.3779515671,1.2882399009,-0.6970146204,-0.8661079028,0
-1.4471555922,2.6928419739,1.9970334641,-0.3821510607,-1.0297722424,-0.0836432788,1.2625565575,-1.683156904,2.2598276635,-0.343046895,1.0106499474,1
-0.4707592939,-0.6021483914,0.2516637782,0.1143281712,-0.4348541434,-0.8484501573,-0.6526092298,-0.2472689974,-0.4606180716,-1.2869608293,-0.0215668702,0
